start_time,end_time,id
15-Mar-2008 12:36:19,15-Mar-2008 12:37:18,4
15-Mar-2008 14:30:31,15-Mar-2008 14:32:02,4
15-Mar-2008 14:34:51,15-Mar-2008 14:46:27,5
15-Mar-2008 19:44:01,15-Mar-2008 19:45:00,4
16-Mar-2008 01:30:31,16-Mar-2008 01:31:07,4
16-Mar-2008 09:06:31,16-Mar-2008 09:07:41,4
16-Mar-2008 09:19:59,16-Mar-2008 09:23:11,4
16-Mar-2008 10:42:03,16-Mar-2008 10:49:59,5
16-Mar-2008 21:38:05,16-Mar-2008 21:39:05,4
16-Mar-2008 22:47:14,16-Mar-2008 22:48:01,4
17-Mar-2008 05:44:24,17-Mar-2008 05:45:10,4
17-Mar-2008 08:30:00,17-Mar-2008 08:31:10,4
17-Mar-2008 08:54:13,17-Mar-2008 09:05:56,5
17-Mar-2008 09:09:17,17-Mar-2008 09:14:19,4
17-Mar-2008 19:13:03,17-Mar-2008 19:14:11,4
17-Mar-2008 20:04:57,17-Mar-2008 20:07:02,4
17-Mar-2008 22:26:16,17-Mar-2008 22:27:10,4
18-Mar-2008 00:48:12,18-Mar-2008 00:49:08,4
18-Mar-2008 00:49:09,18-Mar-2008 00:50:40,6
18-Mar-2008 06:23:14,18-Mar-2008 06:23:59,4
18-Mar-2008 08:15:09,18-Mar-2008 08:19:22,4
18-Mar-2008 08:39:32,18-Mar-2008 08:52:30,5
18-Mar-2008 18:01:00,18-Mar-2008 18:08:18,4
18-Mar-2008 18:21:36,18-Mar-2008 18:23:42,4
19-Mar-2008 00:40:32,19-Mar-2008 00:42:07,4
19-Mar-2008 00:42:17,19-Mar-2008 00:43:40,6
19-Mar-2008 07:51:00,19-Mar-2008 07:51:58,4
19-Mar-2008 09:48:29,19-Mar-2008 09:49:10,4
19-Mar-2008 09:49:25,19-Mar-2008 10:00:23,5
19-Mar-2008 17:19:28,19-Mar-2008 17:22:04,5
19-Mar-2008 20:46:18,19-Mar-2008 20:49:02,4
19-Mar-2008 21:49:09,19-Mar-2008 21:51:46,4
19-Mar-2008 21:52:26,19-Mar-2008 21:53:56,6
20-Mar-2008 00:35:07,20-Mar-2008 00:36:01,4
20-Mar-2008 06:57:54,20-Mar-2008 06:58:39,4
20-Mar-2008 08:45:42,20-Mar-2008 08:47:06,4
20-Mar-2008 09:42:26,20-Mar-2008 09:50:22,5
20-Mar-2008 22:51:11,20-Mar-2008 22:55:32,4
20-Mar-2008 23:36:23,20-Mar-2008 23:41:10,4
20-Mar-2008 23:56:36,20-Mar-2008 23:58:08,6
20-Mar-2008 23:58:42,20-Mar-2008 23:59:27,4
21-Mar-2008 03:49:46,21-Mar-2008 03:50:47,4
21-Mar-2008 08:30:56,21-Mar-2008 08:31:36,4
21-Mar-2008 09:13:22,21-Mar-2008 09:15:33,4
21-Mar-2008 09:17:47,21-Mar-2008 09:24:43,5
21-Mar-2008 15:51:58,21-Mar-2008 15:53:10,4
21-Mar-2008 18:24:24,21-Mar-2008 18:25:05,4
