start_time,end_time,id,val
21-Nov-2008 13:44:03,22-Nov-2008 10:21:31,23,1
21-Nov-2008 13:44:26,21-Nov-2008 13:44:49,30,1
21-Nov-2008 13:44:54,21-Nov-2008 13:46:17,30,1
21-Nov-2008 13:45:06,21-Nov-2008 13:45:07,18,1
21-Nov-2008 13:45:19,21-Nov-2008 13:45:20,18,1
21-Nov-2008 13:45:26,21-Nov-2008 13:45:27,18,1
21-Nov-2008 13:45:27,21-Nov-2008 13:45:28,18,1
21-Nov-2008 13:46:24,21-Nov-2008 13:46:25,18,1
21-Nov-2008 13:46:31,21-Nov-2008 13:46:32,18,1
21-Nov-2008 14:38:08,21-Nov-2008 14:38:09,30,1
21-Nov-2008 14:38:33,21-Nov-2008 14:38:34,30,1
21-Nov-2008 14:38:37,21-Nov-2008 17:31:36,30,1
21-Nov-2008 17:31:53,21-Nov-2008 17:31:59,30,1
21-Nov-2008 17:32:08,21-Nov-2008 17:32:32,30,1
21-Nov-2008 17:32:45,21-Nov-2008 17:33:25,30,1
21-Nov-2008 17:33:33,21-Nov-2008 17:33:34,30,1
21-Nov-2008 17:33:35,21-Nov-2008 17:33:36,30,1
21-Nov-2008 17:33:38,21-Nov-2008 17:33:39,30,1
21-Nov-2008 17:33:44,21-Nov-2008 17:33:45,30,1
21-Nov-2008 17:33:57,21-Nov-2008 17:33:58,30,1
21-Nov-2008 17:34:21,21-Nov-2008 17:34:22,30,1
21-Nov-2008 17:34:58,21-Nov-2008 22:30:38,30,1
21-Nov-2008 22:30:44,21-Nov-2008 22:31:10,30,1
21-Nov-2008 22:30:45,21-Nov-2008 22:30:46,18,1
21-Nov-2008 22:30:47,21-Nov-2008 22:30:48,18,1
21-Nov-2008 22:30:50,21-Nov-2008 22:30:51,18,1
21-Nov-2008 22:31:15,22-Nov-2008 10:21:39,30,1
22-Nov-2008 10:21:31,22-Nov-2008 10:21:32,18,1
22-Nov-2008 10:21:34,22-Nov-2008 10:21:35,18,1
22-Nov-2008 10:21:36,22-Nov-2008 10:21:37,18,1
22-Nov-2008 10:21:40,22-Nov-2008 10:21:41,30,1
22-Nov-2008 10:21:45,22-Nov-2008 10:21:46,18,1
22-Nov-2008 10:21:49,22-Nov-2008 10:22:30,30,1
22-Nov-2008 10:21:57,22-Nov-2008 10:21:58,18,1
22-Nov-2008 10:22:21,22-Nov-2008 10:22:22,18,1
22-Nov-2008 10:22:34,22-Nov-2008 10:43:56,30,1
22-Nov-2008 10:22:57,22-Nov-2008 10:22:58,18,1
22-Nov-2008 10:23:34,22-Nov-2008 10:23:35,18,1
22-Nov-2008 10:23:50,22-Nov-2008 17:55:55,27,1
22-Nov-2008 10:23:51,22-Nov-2008 10:23:52,18,1
22-Nov-2008 10:23:56,22-Nov-2008 10:23:57,18,1
22-Nov-2008 10:43:58,22-Nov-2008 10:43:59,30,1
22-Nov-2008 10:51:25,22-Nov-2008 12:32:34,30,1
22-Nov-2008 12:32:22,22-Nov-2008 12:32:23,23,1
22-Nov-2008 12:32:45,22-Nov-2008 12:33:19,30,1
22-Nov-2008 12:33:19,22-Nov-2008 12:33:20,30,1
22-Nov-2008 12:33:23,22-Nov-2008 12:33:24,30,1
22-Nov-2008 12:33:26,22-Nov-2008 12:33:27,18,1
22-Nov-2008 12:33:30,22-Nov-2008 12:33:51,30,1
22-Nov-2008 12:34:07,22-Nov-2008 12:48:29,30,1
22-Nov-2008 12:34:24,22-Nov-2008 12:34:25,18,1
22-Nov-2008 12:34:26,22-Nov-2008 12:34:27,18,1
22-Nov-2008 12:48:32,22-Nov-2008 13:00:22,30,1
22-Nov-2008 13:00:40,22-Nov-2008 17:45:50,30,1
22-Nov-2008 17:46:13,22-Nov-2008 17:49:27,30,1
22-Nov-2008 17:48:55,22-Nov-2008 17:48:56,23,1
22-Nov-2008 17:49:45,22-Nov-2008 17:49:46,30,1
22-Nov-2008 17:50:20,22-Nov-2008 17:56:52,30,1
22-Nov-2008 17:56:31,24-Nov-2008 07:46:15,27,1
22-Nov-2008 17:57:03,22-Nov-2008 17:59:00,30,1
22-Nov-2008 17:58:14,22-Nov-2008 17:58:15,18,1
22-Nov-2008 17:58:20,22-Nov-2008 17:58:21,18,1
22-Nov-2008 17:58:27,22-Nov-2008 17:58:28,18,1
22-Nov-2008 17:58:39,22-Nov-2008 17:58:40,18,1
22-Nov-2008 17:59:03,22-Nov-2008 17:59:04,18,1
22-Nov-2008 17:59:10,22-Nov-2008 17:59:33,30,1
22-Nov-2008 17:59:36,23-Nov-2008 23:14:17,30,1
23-Nov-2008 23:14:22,23-Nov-2008 23:15:07,30,1
23-Nov-2008 23:15:11,24-Nov-2008 07:36:44,30,1
24-Nov-2008 00:12:53,24-Nov-2008 10:23:18,7,1
24-Nov-2008 07:33:40,24-Nov-2008 07:33:41,21,1
24-Nov-2008 07:34:05,24-Nov-2008 07:41:07,21,1
24-Nov-2008 07:37:07,24-Nov-2008 07:41:48,30,1
24-Nov-2008 07:41:10,24-Nov-2008 07:50:07,21,1
24-Nov-2008 07:41:51,24-Nov-2008 07:53:29,30,1
24-Nov-2008 07:41:54,24-Nov-2008 07:41:55,23,1
24-Nov-2008 07:46:19,24-Nov-2008 07:46:20,18,1
24-Nov-2008 07:46:22,24-Nov-2008 07:46:23,18,1
24-Nov-2008 07:46:24,24-Nov-2008 07:46:25,18,1
24-Nov-2008 07:46:26,24-Nov-2008 11:19:51,27,1
24-Nov-2008 07:46:27,24-Nov-2008 07:46:28,18,1
24-Nov-2008 07:46:34,24-Nov-2008 07:46:35,18,1
24-Nov-2008 07:46:46,24-Nov-2008 07:46:47,18,1
24-Nov-2008 07:47:10,24-Nov-2008 07:47:11,18,1
24-Nov-2008 07:50:14,24-Nov-2008 07:56:19,21,1
24-Nov-2008 07:53:36,24-Nov-2008 07:54:16,30,1
24-Nov-2008 07:54:21,24-Nov-2008 07:55:02,30,1
24-Nov-2008 07:55:05,24-Nov-2008 10:23:50,30,1
24-Nov-2008 10:23:50,24-Nov-2008 10:23:51,30,1
24-Nov-2008 10:23:53,24-Nov-2008 10:23:54,7,1
24-Nov-2008 10:23:57,24-Nov-2008 13:10:13,30,1
24-Nov-2008 10:24:00,25-Nov-2008 17:03:44,7,1
24-Nov-2008 11:19:56,24-Nov-2008 11:24:19,27,1
24-Nov-2008 11:19:59,24-Nov-2008 11:20:00,18,1
24-Nov-2008 11:24:22,24-Nov-2008 15:44:29,27,1
24-Nov-2008 13:10:53,24-Nov-2008 13:12:55,30,1
24-Nov-2008 13:10:58,24-Nov-2008 15:46:11,22,1
24-Nov-2008 13:11:03,24-Nov-2008 13:11:04,23,1
24-Nov-2008 13:11:06,24-Nov-2008 13:11:07,23,1
24-Nov-2008 13:11:25,24-Nov-2008 13:11:41,21,1
24-Nov-2008 13:11:30,24-Nov-2008 13:11:31,18,1
24-Nov-2008 13:11:33,24-Nov-2008 13:11:35,18,1
24-Nov-2008 13:11:43,24-Nov-2008 13:11:44,18,1
24-Nov-2008 13:11:56,24-Nov-2008 13:11:57,18,1
24-Nov-2008 13:11:59,24-Nov-2008 13:12:00,21,1
24-Nov-2008 13:12:20,24-Nov-2008 13:12:21,18,1
24-Nov-2008 13:12:55,24-Nov-2008 13:12:56,18,1
24-Nov-2008 13:12:58,24-Nov-2008 13:13:00,30,1
24-Nov-2008 13:13:04,24-Nov-2008 13:13:45,30,1
24-Nov-2008 13:13:31,24-Nov-2008 13:13:32,18,1
24-Nov-2008 13:13:32,24-Nov-2008 13:13:33,18,1
24-Nov-2008 13:14:05,24-Nov-2008 13:14:20,30,1
24-Nov-2008 13:14:21,24-Nov-2008 13:29:16,30,1
24-Nov-2008 13:29:20,24-Nov-2008 16:59:14,30,1
24-Nov-2008 15:45:32,24-Nov-2008 17:35:04,20,1
24-Nov-2008 15:46:15,24-Nov-2008 17:31:57,22,1
24-Nov-2008 15:46:33,24-Nov-2008 15:46:34,23,1
24-Nov-2008 15:46:44,24-Nov-2008 15:46:45,27,1
24-Nov-2008 15:46:50,24-Nov-2008 15:46:51,18,1
24-Nov-2008 15:46:50,24-Nov-2008 17:33:22,27,1
24-Nov-2008 15:46:53,24-Nov-2008 15:46:54,18,1
24-Nov-2008 15:46:56,24-Nov-2008 15:46:57,18,1
24-Nov-2008 15:47:00,24-Nov-2008 15:47:01,18,1
24-Nov-2008 15:47:04,24-Nov-2008 15:47:05,18,1
24-Nov-2008 15:47:18,24-Nov-2008 15:47:19,18,1
24-Nov-2008 15:47:21,24-Nov-2008 15:47:22,18,1
24-Nov-2008 15:47:23,24-Nov-2008 15:47:24,18,1
24-Nov-2008 15:47:27,24-Nov-2008 15:47:28,18,1
24-Nov-2008 15:47:29,24-Nov-2008 15:47:30,18,1
24-Nov-2008 16:59:36,24-Nov-2008 16:59:46,30,1
24-Nov-2008 16:59:51,24-Nov-2008 17:13:52,30,1
24-Nov-2008 17:03:01,24-Nov-2008 17:03:02,23,1
24-Nov-2008 17:06:01,24-Nov-2008 17:06:02,18,1
24-Nov-2008 17:07:49,24-Nov-2008 17:07:50,23,1
24-Nov-2008 17:08:56,24-Nov-2008 17:14:04,23,1
24-Nov-2008 17:13:55,24-Nov-2008 17:13:56,30,1
24-Nov-2008 17:14:03,24-Nov-2008 17:15:05,30,1
24-Nov-2008 17:14:06,24-Nov-2008 17:14:07,23,1
24-Nov-2008 17:15:09,24-Nov-2008 17:15:32,30,1
24-Nov-2008 17:15:36,24-Nov-2008 17:17:23,30,1
24-Nov-2008 17:17:27,24-Nov-2008 17:20:54,30,1
24-Nov-2008 17:18:41,24-Nov-2008 17:18:42,23,1
24-Nov-2008 17:18:46,24-Nov-2008 17:18:47,23,1
24-Nov-2008 17:20:58,24-Nov-2008 17:20:59,30,1
24-Nov-2008 17:21:03,24-Nov-2008 17:29:06,30,1
24-Nov-2008 17:23:45,24-Nov-2008 17:23:46,18,1
24-Nov-2008 17:27:17,24-Nov-2008 17:27:18,23,1
24-Nov-2008 17:29:09,24-Nov-2008 17:35:53,30,1
24-Nov-2008 17:32:33,24-Nov-2008 17:32:34,18,1
24-Nov-2008 17:33:17,03-Dec-2008 18:21:11,22,1
24-Nov-2008 17:34:42,24-Nov-2008 17:34:43,23,1
24-Nov-2008 17:34:47,24-Nov-2008 17:36:22,23,1
24-Nov-2008 17:35:13,25-Nov-2008 17:02:21,20,1
24-Nov-2008 17:36:03,24-Nov-2008 17:57:27,30,1
24-Nov-2008 17:36:24,24-Nov-2008 17:36:25,23,1
24-Nov-2008 17:37:24,24-Nov-2008 18:05:48,27,1
24-Nov-2008 17:37:25,24-Nov-2008 17:37:26,23,1
24-Nov-2008 17:57:29,24-Nov-2008 17:58:55,30,1
24-Nov-2008 17:59:01,24-Nov-2008 18:05:33,30,1
24-Nov-2008 18:05:45,24-Nov-2008 18:06:44,30,1
24-Nov-2008 18:06:04,26-Nov-2008 19:29:41,27,1
24-Nov-2008 18:06:49,24-Nov-2008 18:07:03,30,1
24-Nov-2008 18:07:06,24-Nov-2008 23:34:56,30,1
24-Nov-2008 18:07:07,24-Nov-2008 18:07:08,18,1
24-Nov-2008 18:07:09,24-Nov-2008 18:07:10,18,1
24-Nov-2008 18:07:10,24-Nov-2008 18:07:11,18,1
24-Nov-2008 18:07:14,24-Nov-2008 18:07:15,18,1
24-Nov-2008 18:07:20,24-Nov-2008 18:07:21,18,1
24-Nov-2008 18:07:31,24-Nov-2008 18:07:32,18,1
24-Nov-2008 18:07:33,24-Nov-2008 18:07:34,18,1
24-Nov-2008 23:35:00,25-Nov-2008 07:14:04,30,1
25-Nov-2008 07:14:11,25-Nov-2008 07:14:31,30,1
25-Nov-2008 07:14:34,25-Nov-2008 07:16:09,30,1
25-Nov-2008 07:16:12,25-Nov-2008 07:17:52,30,1
25-Nov-2008 07:17:54,25-Nov-2008 17:01:15,30,1
25-Nov-2008 16:47:26,25-Nov-2008 16:47:27,18,1
25-Nov-2008 17:01:51,25-Nov-2008 17:08:09,30,1
25-Nov-2008 17:02:25,26-Nov-2008 19:29:27,20,1
25-Nov-2008 17:04:08,26-Nov-2008 23:52:12,7,1
25-Nov-2008 17:08:10,25-Nov-2008 17:24:07,30,1
25-Nov-2008 17:09:21,25-Nov-2008 17:09:22,23,1
25-Nov-2008 17:13:24,25-Nov-2008 17:13:25,18,1
25-Nov-2008 17:13:26,25-Nov-2008 17:13:27,18,1
25-Nov-2008 17:13:28,25-Nov-2008 17:13:29,18,1
25-Nov-2008 17:24:12,25-Nov-2008 17:36:53,30,1
25-Nov-2008 17:29:07,25-Nov-2008 17:29:08,23,1
25-Nov-2008 17:36:56,25-Nov-2008 23:20:09,30,1
25-Nov-2008 23:20:30,26-Nov-2008 00:17:38,30,1
25-Nov-2008 23:21:27,25-Nov-2008 23:21:28,18,1
25-Nov-2008 23:21:29,25-Nov-2008 23:21:30,18,1
25-Nov-2008 23:21:34,26-Nov-2008 19:31:19,23,1
26-Nov-2008 00:17:41,26-Nov-2008 00:17:42,30,1
26-Nov-2008 00:17:48,26-Nov-2008 00:17:49,30,1
26-Nov-2008 00:17:54,26-Nov-2008 00:19:16,30,1
26-Nov-2008 00:19:31,26-Nov-2008 00:21:16,30,1
26-Nov-2008 00:21:30,26-Nov-2008 21:53:01,30,1
26-Nov-2008 17:11:02,26-Nov-2008 17:11:03,18,1
26-Nov-2008 17:11:04,26-Nov-2008 17:11:05,18,1
26-Nov-2008 17:11:08,26-Nov-2008 17:11:09,18,1
26-Nov-2008 17:11:21,26-Nov-2008 17:11:22,18,1
26-Nov-2008 17:11:23,26-Nov-2008 17:11:24,18,1
26-Nov-2008 17:11:24,26-Nov-2008 17:11:25,18,1
26-Nov-2008 17:11:34,26-Nov-2008 17:11:35,18,1
26-Nov-2008 19:29:30,26-Nov-2008 19:29:31,20,1
26-Nov-2008 19:29:38,26-Nov-2008 19:30:02,20,1
26-Nov-2008 19:29:45,27-Nov-2008 23:11:44,27,1
26-Nov-2008 19:30:05,01-Dec-2008 17:35:05,20,1
26-Nov-2008 19:31:19,26-Nov-2008 19:31:20,18,1
26-Nov-2008 19:31:22,26-Nov-2008 19:31:23,18,1
26-Nov-2008 19:31:23,26-Nov-2008 19:31:24,18,1
26-Nov-2008 19:31:28,26-Nov-2008 19:31:29,18,1
26-Nov-2008 19:32:12,26-Nov-2008 19:32:13,18,1
26-Nov-2008 19:34:55,26-Nov-2008 19:34:56,23,1
26-Nov-2008 21:52:58,26-Nov-2008 21:52:59,23,1
26-Nov-2008 21:53:07,26-Nov-2008 21:59:44,30,1
26-Nov-2008 21:53:46,26-Nov-2008 21:53:47,18,1
26-Nov-2008 21:53:48,26-Nov-2008 21:53:49,18,1
26-Nov-2008 21:53:51,26-Nov-2008 21:53:52,18,1
26-Nov-2008 21:53:52,26-Nov-2008 21:53:53,18,1
26-Nov-2008 21:59:48,26-Nov-2008 23:40:36,30,1
26-Nov-2008 23:40:43,26-Nov-2008 23:41:54,30,1
26-Nov-2008 23:41:29,26-Nov-2008 23:41:30,23,1
26-Nov-2008 23:41:59,26-Nov-2008 23:52:26,30,1
26-Nov-2008 23:52:29,26-Nov-2008 23:52:30,7,1
26-Nov-2008 23:52:29,27-Nov-2008 07:16:34,30,1
27-Nov-2008 07:16:41,27-Nov-2008 07:17:40,30,1
27-Nov-2008 07:16:42,27-Nov-2008 07:16:43,18,1
27-Nov-2008 07:16:47,27-Nov-2008 07:16:48,23,1
27-Nov-2008 07:16:50,27-Nov-2008 07:16:51,18,1
27-Nov-2008 07:17:42,27-Nov-2008 07:18:03,30,1
27-Nov-2008 07:18:05,27-Nov-2008 17:20:55,30,1
27-Nov-2008 17:21:01,27-Nov-2008 17:21:41,30,1
27-Nov-2008 17:22:44,27-Nov-2008 17:22:45,30,1
27-Nov-2008 17:22:49,27-Nov-2008 17:24:57,30,1
27-Nov-2008 17:24:57,27-Nov-2008 17:24:58,30,1
27-Nov-2008 17:25:05,27-Nov-2008 17:40:04,30,1
27-Nov-2008 17:26:16,27-Nov-2008 17:26:17,23,1
27-Nov-2008 17:26:32,27-Nov-2008 17:26:33,18,1
27-Nov-2008 17:28:53,28-Nov-2008 20:06:10,23,1
27-Nov-2008 17:36:37,27-Nov-2008 17:36:38,18,1
27-Nov-2008 17:36:39,27-Nov-2008 17:36:40,18,1
27-Nov-2008 17:41:20,27-Nov-2008 17:46:54,30,1
27-Nov-2008 17:46:48,27-Nov-2008 17:46:49,18,1
27-Nov-2008 17:46:49,27-Nov-2008 17:46:50,18,1
27-Nov-2008 17:46:51,27-Nov-2008 17:46:52,18,1
27-Nov-2008 17:47:08,27-Nov-2008 17:47:09,18,1
27-Nov-2008 17:47:16,27-Nov-2008 18:00:27,30,1
27-Nov-2008 17:47:34,27-Nov-2008 17:47:35,18,1
27-Nov-2008 18:00:33,27-Nov-2008 18:02:54,30,1
27-Nov-2008 22:43:57,27-Nov-2008 22:43:58,30,1
27-Nov-2008 22:44:01,28-Nov-2008 20:06:15,30,1
27-Nov-2008 23:11:55,28-Nov-2008 20:05:54,27,1
27-Nov-2008 23:14:21,27-Nov-2008 23:14:22,18,1
28-Nov-2008 20:03:49,28-Nov-2008 20:03:50,7,1
28-Nov-2008 20:04:28,28-Nov-2008 20:12:31,21,1
28-Nov-2008 20:05:58,29-Nov-2008 07:31:27,27,1
28-Nov-2008 20:06:21,28-Nov-2008 20:06:22,30,1
28-Nov-2008 20:06:24,28-Nov-2008 22:45:24,30,1
28-Nov-2008 20:13:00,30-Nov-2008 14:28:50,21,1
28-Nov-2008 22:45:29,29-Nov-2008 07:30:21,30,1
29-Nov-2008 07:30:38,29-Nov-2008 07:31:16,30,1
29-Nov-2008 07:31:05,29-Nov-2008 07:31:06,23,1
29-Nov-2008 07:31:07,29-Nov-2008 07:31:08,23,1
29-Nov-2008 07:31:23,29-Nov-2008 07:31:35,30,1
29-Nov-2008 07:31:32,29-Nov-2008 18:02:46,27,1
29-Nov-2008 07:31:39,29-Nov-2008 07:31:47,30,1
29-Nov-2008 07:31:50,29-Nov-2008 07:32:37,30,1
29-Nov-2008 07:31:51,29-Nov-2008 07:31:52,18,1
29-Nov-2008 07:31:56,29-Nov-2008 07:31:57,18,1
29-Nov-2008 07:32:41,29-Nov-2008 18:01:38,30,1
29-Nov-2008 18:01:48,29-Nov-2008 18:03:24,30,1
29-Nov-2008 18:03:37,29-Nov-2008 18:04:34,30,1
29-Nov-2008 18:04:39,29-Nov-2008 18:05:26,30,1
29-Nov-2008 18:05:10,30-Nov-2008 09:04:35,27,1
29-Nov-2008 18:05:54,29-Nov-2008 18:10:14,30,1
29-Nov-2008 18:06:24,29-Nov-2008 18:07:57,23,1
29-Nov-2008 18:10:18,29-Nov-2008 18:10:53,30,1
29-Nov-2008 18:10:30,29-Nov-2008 18:10:31,18,1
29-Nov-2008 18:11:04,29-Nov-2008 18:13:21,30,1
29-Nov-2008 18:13:32,29-Nov-2008 18:13:33,30,1
29-Nov-2008 18:13:39,29-Nov-2008 18:17:59,30,1
29-Nov-2008 18:18:03,29-Nov-2008 18:18:16,30,1
29-Nov-2008 18:18:21,29-Nov-2008 18:20:18,30,1
29-Nov-2008 18:20:24,30-Nov-2008 09:05:07,30,1
29-Nov-2008 18:20:44,29-Nov-2008 18:20:45,23,1
29-Nov-2008 18:22:33,29-Nov-2008 18:22:34,18,1
29-Nov-2008 18:22:35,29-Nov-2008 18:22:36,18,1
30-Nov-2008 09:04:42,01-Dec-2008 08:42:50,27,1
30-Nov-2008 09:05:15,30-Nov-2008 09:05:40,30,1
30-Nov-2008 09:05:43,30-Nov-2008 14:20:37,30,1
30-Nov-2008 09:05:56,30-Nov-2008 09:05:57,18,1
30-Nov-2008 09:05:58,30-Nov-2008 09:05:59,18,1
30-Nov-2008 14:20:40,30-Nov-2008 14:20:56,30,1
30-Nov-2008 14:21:10,30-Nov-2008 14:25:39,30,1
30-Nov-2008 14:21:31,30-Nov-2008 14:21:32,18,1
30-Nov-2008 14:21:33,30-Nov-2008 14:21:34,18,1
30-Nov-2008 14:21:34,30-Nov-2008 14:21:35,18,1
30-Nov-2008 14:25:46,30-Nov-2008 14:26:57,30,1
30-Nov-2008 14:27:00,30-Nov-2008 14:27:36,30,1
30-Nov-2008 14:27:26,01-Dec-2008 08:42:30,23,1
30-Nov-2008 14:27:45,30-Nov-2008 14:27:58,30,1
30-Nov-2008 14:28:01,30-Nov-2008 14:29:12,30,1
30-Nov-2008 14:28:32,30-Nov-2008 14:28:33,7,1
30-Nov-2008 14:28:51,30-Nov-2008 14:28:52,21,1
30-Nov-2008 14:29:18,30-Nov-2008 14:29:19,21,1
30-Nov-2008 14:29:25,30-Nov-2008 14:29:38,21,1
30-Nov-2008 14:29:26,30-Nov-2008 14:37:00,30,1
30-Nov-2008 14:29:49,30-Nov-2008 14:29:50,21,1
30-Nov-2008 14:29:53,01-Dec-2008 08:34:58,21,1
30-Nov-2008 14:30:25,30-Nov-2008 14:30:26,18,1
30-Nov-2008 14:37:03,30-Nov-2008 21:38:22,30,1
30-Nov-2008 21:38:25,01-Dec-2008 08:35:30,30,1
01-Dec-2008 08:35:40,01-Dec-2008 08:40:44,30,1
01-Dec-2008 08:36:54,01-Dec-2008 08:36:55,18,1
01-Dec-2008 08:40:47,01-Dec-2008 08:41:19,30,1
01-Dec-2008 08:41:31,01-Dec-2008 17:38:49,30,1
01-Dec-2008 08:42:17,01-Dec-2008 08:42:18,21,1
01-Dec-2008 08:42:21,01-Dec-2008 08:51:43,21,1
01-Dec-2008 08:42:34,01-Dec-2008 17:49:24,23,1
01-Dec-2008 08:42:41,01-Dec-2008 08:42:42,18,1
01-Dec-2008 08:42:44,01-Dec-2008 08:42:45,18,1
01-Dec-2008 08:42:51,01-Dec-2008 08:42:52,18,1
